t,Symbol(beta),Symbol(betaD),Symbol(theta),Symbol(thetaD),Symbol(theta_m),Symbol(beta_c),
0.24,-0.10166869357258698,0.11641000773352146,-0.0005650592913557864,-0.13331592544388499,0.09942929011573066,-0.09942929011573066,
0.25,-0.10050459349525177,0.12935262031078074,-0.0018982185457946364,-0.14346528883754694,0.09808279926874743,-0.09808279926874743,
0.26,-0.09921106729214396,0.13947251605898403,-0.003332871434170106,-0.15349883649210172,0.09663379985148819,-0.09663379985148819,
0.27,-0.09781634213155412,0.14820841427489123,-0.0048678597990911236,-0.16340367592499389,0.09508346160291797,-0.09508346160291797,
0.28,-0.0963342579888052,0.1571193441197265,-0.006501896558341063,-0.1731697190928038,0.09343308447607553,-0.09343308447607553,
0.29,-0.09476306454760793,0.1668207835203315,-0.0082335937492691,-0.18278825164104795,0.09168407031323822,-0.09168407031323822,
0.3,-0.09309485671240461,0.17703713697722093,-0.01006147626567958,-0.19225038152996513,0.08983790897166363,-0.08983790897166363,
0.31,-0.0913244853426324,0.187200198970156,-0.011983980080979232,-0.20154642601439327,0.08789618011821099,-0.08789618011821099,
0.32,-0.08945248335293085,0.19694751048655226,-0.013999444341123164,-0.2106661854917867,0.0858605612154656,-0.0858605612154656,
0.33,-0.08748300824806533,0.20624931553938952,-0.016106106196041033,-0.21959950899704572,0.08373283274199857,-0.08373283274199857,
0.34,-0.08542051509267144,0.21526131452354613,-0.01830210128601149,-0.2283366552299755,0.0815148777011284,-0.0815148777011284,
0.35000000000000003,-0.08326790194743598,0.22412943531592916,-0.020585467838311246,-0.23686832244797792,0.07920867748330565,-0.07920867748330565,
0.36,-0.08102660759427668,0.23289483346642967,-0.022954151062791025,-0.24518549361769246,0.07681630742658108,-0.07681630742658108,
0.37,-0.07869765925961239,0.2415118307165468,-0.02540600599896795,-0.25327929120560555,0.07433993394104238,-0.07433993394104238,
0.38,-0.07628254095244692,0.24991300070249511,-0.027938798911024004,-0.261140936314869,0.07178181309986575,-0.07178181309986575,
0.39,-0.07378341094542197,0.25805702248089535,-0.030550208274172694,-0.26876179439410086,0.06914428964308558,-0.06914428964308558,
0.4,-0.07120284072061302,0.2659369206518213,-0.033237826218113706,-0.27613344270602463,0.06642979551970515,-0.06642979551970515,
0.41000000000000003,-0.0685434715140948,0.2735624623798849,-0.03599916064517395,-0.28324771184748804,0.06364084774837431,-0.06364084774837431,
0.42,-0.06580784689029595,0.2809404255205255,-0.038831637763648834,-0.2900966930687142,0.06078004585871468,-0.06078004585871468,
0.43,-0.06299844263509069,0.28806641495873875,-0.04173260469433598,-0.2966727289153648,0.05785006925872067,-0.05785006925872067,
0.44,-0.0601177784855033,0.29492792629263254,-0.044699331983489625,-0.3029684068647754,0.054853674696675486,-0.054853674696675486,
0.45,-0.057168499222576975,0.30151129132986415,-0.04772901605213738,-0.30897656412588453,0.051793693787341256,-0.051793693787341256,
0.46,-0.05415338630927834,0.3078061928955026,-0.05081878169339622,-0.3146903005532722,0.04867303048966982,-0.04867303048966982,
0.47000000000000003,-0.05107532438032331,0.3138060293074847,-0.05396568469892894,-0.3201029927449679,0.04549465845408177,-0.04549465845408177,
0.48,-0.047937264087248466,0.31950589576256067,-0.05716671462637862,-0.32520830481222196,0.0422616182273576,-0.0422616182273576,
0.49,-0.04474220512962286,0.32490062754150806,-0.06041879767450084,-0.3300001954496233,0.038977014348754155,-0.038977014348754155,
0.5,-0.04149319885420778,0.32998413467061616,-0.06371879962899707,-0.33447292331448264,0.03564401237471297,-0.03564401237471297,
0.51,-0.03819335750750162,0.3347498385271943,-0.0670635288621419,-0.3386210526650454,0.03226583584923669,-0.03226583584923669,
0.52,-0.03484585912222968,0.33919140550569243,-0.07044973938879236,-0.3424394599186182,0.028845763217319728,-0.028845763217319728,
0.53,-0.03145394506717275,0.34330316925355386,-0.07387413398797854,-0.3459233406899303,0.025387124672141673,-0.025387124672141673,
0.54,-0.02802091337463721,0.34708012497156243,-0.07733336739487784,-0.3490682165726146,0.021893298931173394,-0.021893298931173394,
0.55,-0.024550112124921586,0.35051770938509685,-0.08082404956060399,-0.35186994123739024,0.018367709943789973,-0.018367709943789973,
0.56,-0.02104493503107062,0.3536116144662117,-0.08434274897297789,-0.3543247058481621,0.01481382353729234,-0.01481382353729234,
0.5700000000000001,-0.0175088188864085,0.35635774186586455,-0.08788599603145951,-0.35642904401177006,0.011235144008225895,-0.011235144008225895,
0.58,-0.013945241467749855,0.35875226317978315,-0.09145028647157721,-0.35817983644375817,0.007635210663707023,-0.007635210663707023,
0.59,-0.010357718835952023,0.3607916998771673,-0.0950320848360148,-0.3595743153921767,0.004017594315625053,-0.004017594315625053,
0.6,-0.00674980183718035,0.36247296531566603,-0.09862782798993656,-0.3606100687558661,0.00038589373016408024,-0.00038589373016408024,
0.61,-0.0031250721840236895,0.36379336301116133,-0.10223392867749523,-0.36128504381426596,-0.003256267964270171,0.003256267964270171,
0.62,0.0005128614460879239,0.3647505659294677,-0.10584677911563789,-0.36159755052400705,-0.0069052469067942684,0.0069052469067942684,
0.63,0.004160367105382601,0.36534260157366993,-0.10946275462087796,-0.36154626438164655,-0.010557382167086737,0.010557382167086737,
0.64,0.0078137931211193,0.3655678517602244,-0.11307821726469443,-0.3611302288712799,-0.014208999437341371,0.014208999437341371,
0.65,0.011469471638721543,0.3654250620269857,-0.11668951955340723,-0.3603488575103766,-0.0178564147489413,0.0178564147489413,
0.66,0.0151237222589914,0.3649133516108261,-0.120293008128511,-0.35920193549292234,-0.021495938209796103,0.021495938209796103,
0.67,0.018772855775099663,0.36403221865820184,-0.12388502748344023,-0.35768962091975126,-0.025123877758274626,0.025123877758274626,
0.68,0.02241317796168168,0.36278154068421337,-0.12746192369263773,-0.3558124456058312,-0.028736542929564096,0.028736542929564096,
0.6900000000000001,0.026040993368523814,0.3611615730623688,-0.13102004814869606,-0.3535713154594862,-0.03233024863018302,0.03233024863018302,
0.7000000000000001,0.029652609099147503,0.3591729479787053,-0.13455576130329092,-0.35096751043374946,-0.03590131891632381,0.03590131891632381,
0.71,0.03324433857893456,0.3568166745418388,-0.13806543640762842,-0.3480026840524621,-0.03944609077170469,0.03944609077170469,
0.72,0.03681250532435294,0.35409413939226775,-0.14154546324815304,-0.34467886251371727,-0.04296091788063455,0.04296091788063455,
0.73,0.04035344671827562,0.3510071068749507,-0.1449922518732902,-0.34099844337252816,-0.04644217439202311,0.04644217439202311,
0.74,0.04386351778702513,0.34755771829484555,-0.1484022363070155,-0.3369641938045226,-0.04988625867008564,0.04988625867008564,
0.75,0.047339094969973586,0.3437484903204911,-0.15177187824506072,-0.3325792484533074,-0.05328959702751132,0.05328959702751132,
0.76,0.0507765798731785,0.3395823128439562,-0.1550976707295938,-0.3278471068654434,-0.056648647436889715,0.056648647436889715,
0.77,0.05417240300161806,0.33506244653624295,-0.15837614179824822,-0.32277163051817853,-0.05995990321623068,0.05995990321623068,
0.78,0.05752302746698049,0.33019252015085876,-0.16160385810343,-0.31735703944595367,-0.06321989668446429,0.06321989668446429,
0.79,0.06082495266848908,0.32497652750086,-0.16477742849788954,-0.3116079084722925,-0.06642520278286843,0.06642520278286843,
0.8,0.06407471794349767,0.3194188240201749,-0.16789350758261246,-0.30552916305419336,-0.06957244265843857,0.06957244265843857,
0.81,0.06726890618369942,0.313524122873796,-0.1709487992131544,-0.2991260747466847,-0.07265828720528594,0.07265828720528594,
0.8200000000000001,0.07040414741243738,0.3072974906366819,-0.17394005996062123,-0.29240425629579797,-0.07567946056022742,0.07567946056022742,
0.8300000000000001,0.0734771223188042,0.30074434258216093,-0.1768641025235792,-0.28536965636879574,-0.078632743548815,0.078632743548815,
0.84,0.07648456574462581,0.2938704376108322,-0.17971779908726715,-0.27802855393101183,-0.08151497707813982,0.08151497707813982,
0.85,0.07942327012073414,0.28668187283159596,-0.18249808462657727,-0.27038755227909683,-0.08432306547284305,0.08432306547284305,
0.86,0.08229008884905009,0.27918507779517854,-0.18520196014936824,-0.2624535727408161,-0.0870539797508619,0.0870539797508619,
0.87,0.08508193962700188,0.27138680838053436,-0.1878264958767764,-0.25423384805184907,-0.08970476083554418,0.08970476083554418,
0.88,0.08779580771080722,0.263294140341043,-0.1903688343572949,-0.24573591542028947,-0.09227252270086786,0.09227252270086786,
0.89,0.09042874911421765,0.2549144625229562,-0.1928261935114978,-0.23696760928975255,-0.09475445544661276,0.09475445544661276,
0.9,0.09297789373944722,0.24625546977053214,-0.19519586960439533,-0.22793705381215137,-0.09714782830043928,0.09714782830043928,
0.91,0.09544044843715253,0.23732515553102806,-0.19747524014251686,-0.21865265504130213,-0.09944999254394202,0.09944999254394202,
0.92,0.09781369999246281,0.22813180417080292,-0.19966176669292987,-0.20912309285856268,-0.10165838435985916,0.10165838435985916,
0.93,0.10009501803417084,0.218683983012871,-0.2017529976215155,-0.1993573126416993,-0.10377052759773064,0.10377052759773064,
0.9400000000000001,0.10228185786429955,0.20899053410628313,-0.20374657074793248,-0.18936451668812002,-0.10578403645541179,0.10578403645541179,
0.9500000000000001,0.10437176320536239,0.19906056573842923,-0.20564021591481368,-0.17915415540351165,-0.10769661807396183,0.10769661807396183,
0.96,0.10636236886274668,0.18890344370175297,-0.2074317574688488,-0.1687359182667771,-0.10950607504353727,0.10950607504353727,
0.97,0.10825140329976421,0.17852878232638703,-0.20911911665151656,-0.15811972458198842,-0.1112103078180317,0.1112103078180317,
0.98,0.11003669112302808,0.1679464352899537,-0.21070031389733643,-0.1473157140278577,-0.11280731703630978,0.11280731703630978,
0.99,0.11171615547592761,0.15716648621523516,-0.212173471037615,-0.13633423701498296,-0.11429520574799115,0.11429520574799115,
1,0.11328782033807996,0.1461992390662381,-0.21353681340776481,-0.125185844860854,-0.11567218154184244,0.11567218154184244,
1.01,0.11474981272874235,0.13505520835284998,-0.21478867185637335,-0.11388127979231163,-0.11693655857493707,0.11693655857493707,
1.02,0.11610036481227085,0.1237451091541195,-0.21592748465429645,-0.1024314647848437,-0.11808675950083941,0.11808675950083941,
1.03,0.11733781590381204,0.11227984696989436,-0.2169517993021449,-0.09084749324778021,-0.11912131729516634,0.11912131729516634,
1.04,0.11846061437351098,0.10067050741028806,-0.2178602742346227,-0.07914061856412168,-0.12003887697696894,0.12003887697696894,
1.05,0.11946731944761387,0.08892834573207518,-0.21865168042026392,-0.0673222434934041,-0.12083819722446656,0.12083819722446656,
1.06,0.12035660290493462,0.07706477623072387,-0.21932490285519796,-0.05540390944567554,-0.12151815188374993,0.12151815188374993,
1.07,0.12112725066724186,0.06509136149649282,-0.2198789419496547,-0.04339728563433891,-0.12207773136915126,0.12207773136915126,
1.08,0.1217781642822068,0.053019801542622154,-0.2203129148059981,-0.031314158115306266,-0.12251604395405807,0.12251604395405807,
1.09,0.12230836229763302,0.04086192281336714,-0.22062605638715116,-0.019166418719617787,-0.12283231695102267,0.12283231695102267,
1.1,0.1227169815257667,0.02862966707933432,-0.22081772057434734,-0.006966053886406925,-0.12302589778009082,0.12302589778009082,
1.11,0.12300327819656004,0.016335080227223613,-0.2208873811132114,0.0052748665971535744,-0.1230962549243435,0.1230962549243435,
1.12,0.12316662899883228,0.003990300950874059,-0.22083463244723986,0.01754420094250822,-0.12304297877171225,0.12304297877171225,
1.1300000000000001,0.12320653200834102,-0.008392450649787313,-0.2206591904378148,0.029829746786747414,-0.12286578234219295,0.12286578234219295,
1.1400000000000001,0.12312260750184315,-0.02080088455550159,-0.22036089296994732,0.04211925269392855,-0.1225645018996468,0.1225645018996468,
1.1500000000000001,0.12291459865628813,-0.03322265239390638,-0.21993970044300803,0.05440042972472272,-0.12213909744743812,0.12213909744743812,
1.16,0.12258237213234907,-0.045645359079131385,-0.21939569614576082,0.06666096306849277,-0.12158965310721842,0.12158965310721842,
1.17,0.12212591854155776,-0.05805657451886587,-0.2187290865150759,0.07888852373193846,-0.12091637738022665,0.12091637738022665,
1.18,0.1215453527963691,-0.07044384538292622,-0.2179402012777565,0.09107078027843091,-0.12011960329053406,0.12011960329053406,
1.19,0.12084091434253984,-0.08279470692749205,-0.2170294934749722,0.10319541061210015,-0.1191997884097219,0.1191997884097219,
1.2,0.12001296727326492,-0.09509669486904837,-0.2159975393688512,0.11525011380063546,-0.11815751476253969,0.11815751476253969,
1.21,0.11906200032457444,-0.10733735730212952,-0.21484503823084483,0.12722262193060896,-0.11699348861315328,0.11699348861315328,
1.22,0.11798862675155314,-0.11950426665469752,-0.21357281201153874,0.13910071198893847,-0.11570854013165413,0.11570854013165413,
1.23,0.11679358408500616,-0.13158503167497357,-0.21218180489164937,0.1508722177638668,-0.11430362294056587,0.11430362294056587,
1.24,0.11547773376825643,-0.14356730944318083,-0.2106730827140107,0.16252504175855365,-0.1127798135411508,0.1127798135411508,
1.25,0.11404206067382462,-0.15543881740157864,-0.20904783229642515,0.17404716711005325,-0.11113831061938939,0.11113831061938939,
1.26,0.11248767249980883,-0.16718734539566585,-0.20730736062532462,0.18542666950609085,-0.10938043423157787,0.10938043423157787,
1.27,0.11081579904585218,-0.17880076771930187,-0.2054530939302637,0.19665172909165368,-0.10750762486956633,0.10750762486956633,
1.28,0.10902779136865916,-0.19026705515597742,-0.20348657663934716,0.2077106423569832,-0.10552144240574063,0.10552144240574063,
1.29,0.10712512081709938,-0.20157428700806954,-0.20140947021577732,0.21859183399809762,-0.10342356491793508,0.10342356491793508,
1.3,0.10510937794701869,-0.21271066310554737,-0.19922355187579635,0.2292838687404904,-0.10121578739455431,0.10121578739455431,
1.31,0.10298227131596321,-0.22366451578505425,-0.19693071318839145,0.2397754631161476,-0.09890002032027537,0.09890002032027537,
1.32,0.10074562615811267,-0.23442432182981593,-0.19453295855722996,0.2500554971835083,-0.09647828814280227,0.09647828814280227,
1.33,0.09840138293981451,-0.2449787143602884,-0.1920324035853949,0.26011302617946186,-0.09395272762124884,0.09395272762124884,
1.34,0.09595159579621163,-0.25531649466496875,-0.18943127332360027,0.2699372920919434,-0.09132558605683627,0.09132558605683627,
1.35,0.09339843084956194,-0.26542664396022625,-0.18673190040268084,0.2795177351411516,-0.08859921940670765,0.08859921940670765,
1.36,0.09074416440995968,-0.2752983350674474,-0.18393672305126932,0.2888440051568865,-0.08577609028178201,0.08577609028178201,
1.37,0.0879911810592852,-0.2849209439952767,-0.18104828299970047,0.29790597283898795,-0.08285876582969748,0.08285876582969748,
1.3800000000000001,0.08514197161933244,-0.2942840614141821,-0.17806922327131058,0.30669374088735407,-0.07984991550402368,0.07984991550402368,
1.3900000000000001,0.08219913100519062,-0.30337750401005925,-0.17500228586243705,0.31519765498754604,-0.07675230872106142,0.07675230872106142,
1.4000000000000001,0.07916535596509003,-0.31219132570306085,-0.1718503093125616,0.32340831463753633,-0.07356881240568722,0.07356881240568722,
1.41,0.07604344270805942,-0.3207158287174125,-0.16861622616618624,0.33131658380074674,-0.07030238842784811,0.07030238842784811,
1.42,0.0728362844208853,-0.3289415744874342,-0.16530306032817876,0.33891360137015086,-0.06695609093146054,0.06695609093146054,
1.43,0.06954686867601095,-0.33685939438469187,-0.16191392431447726,0.3461907914278905,-0.06353306355762203,0.06353306355762203,
1.44,0.06617827473216403,-0.3444604002507279,-0.15845201640019835,0.3531398732845803,-0.06003653656420033,0.06003653656420033,
1.45,0.06273367072965676,-0.35173599471958955,-0.15492061766735254,0.3597528712822566,-0.056469823844026074,0.056469823844026074,
1.46,0.05921631078246086,-0.3586778813140132,-0.15132308895452998,0.3660221243447679,-0.052836319844075275,0.052836319844075275,
1.47,0.05562953196932073,-0.3652780742989955,-0.1476628677110823,0.37194029525931,-0.04913949638819312,0.04913949638819312,
1.48,0.051976751226330775,-0.3715289082762875,-0.1439434647584892,0.37750037967278227,-0.045382899406074095,0.045382899406074095,
1.49,0.0482614621435679,-0.3774230475032729,-0.1401684609617614,0.3826957147866865,-0.041570145571379,0.041570145571379,
1.5,0.04448723166853517,-0.3829534949196963,-0.1363415038138945,0.3875199877344076,-0.03770491885203345,0.03770491885203345,
1.51,0.0406576967193382,-0.38811360086574676,-0.13246630393655043,0.39196724362490903,-0.03379096697591594,0.03379096697591594,
1.52,0.03677656071068073,-0.39289707147513514,-0.12854663150030135,0.3960318932371467,-0.029832097815304354,0.029832097815304354,
1.53,0.03284758999592938,-0.39729797672707184,-0.12458631256792989,0.3997087203498529,-0.025832175693609183,0.025832175693609183,
1.54,0.028874610228658656,-0.40131075814124384,-0.12058922536443135,0.40299288869176786,-0.021795117618075663,0.021795117618075663,
1.55,0.02486150264724622,-0.40493023610036244,-0.11655929647751367,0.4058799484979013,-0.01772488944228881,0.01772488944228881,
1.56,0.020812200286242595,-0.4081516167852309,-0.11250049699253466,0.4083658426579839,-0.013625501962459999,0.013625501962459999,
1.57,0.016730684118390286,-0.4109704987078585,-0.10841683856595481,0.410446912443924,-0.00950100695161435,0.00950100695161435,
1.58,0.012620979131311702,-0.41338287882871694,-0.10431236944151558,0.4121199028038108,-0.005355493135930728,0.005355493135930728,
1.59,0.008487150343024533,-0.4153851582449363,-0.10019117041347747,0.413381967210799,-0.0011930821176122375,0.0011930821176122375,
1.6,0.00433329876057517,-0.41697414743699457,-0.09605735074136948,0.4142306720560707,0.0029820757512168256,-0.0029820757512168256,
1.61,0.0001635572862052244,-0.4181470710622484,-0.09191504402080877,0.4146640005759891,0.007165805538983147,-0.007165805538983147,
1.62,-0.00401791342441726,-0.418901572284586,-0.08776840401504889,0.4146803563045367,0.011353911944800635,-0.011353911944800635,
1.6300000000000001,-0.00820692914726312,-0.4192357166303856,-0.08362160045200352,0.41427856604315577,0.015542183543476445,-0.015542183543476445,
1.6400000000000001,-0.012399286313566977,-0.41914799536200664,-0.07947881479157197,0.4134578823411806,0.01972639706051231,-0.01972639706051231,
1.6500000000000001,-0.016590766267187043,-0.41863732836106055,-0.07534423596816016,0.4122179854811598,0.02390232167215825,-0.02390232167215825,
1.6600000000000001,-0.02077713955079765,-0.4177030665148299,-0.07122205611334856,0.41055898496450866,0.02806572332551796,-0.02806572332551796,
1.67,-0.02495417021594595,-0.4163449936003201,-0.06711646626370348,0.408481420494095,0.0322123690736595,-0.0322123690736595,
1.68,-0.02911762015194915,-0.41456332766162907,-0.06303165205876253,0.4059862624515466,0.036338031420649855,-0.036338031420649855,
1.69,-0.03326325342856544,-0.4123587218774496,-0.058971789434247066,0.40307491186825783,0.04043849267141047,-0.04043849267141047,
1.7,-0.037386840647339936,-0.409732264916788,-0.05494104031556449,0.39974919989026975,0.04450954928127987,-0.04450954928127987,
1.71,-0.041484163296507816,-0.4066854807821415,-0.05094354831666179,0.39601138673838476,0.04854701620017159,-0.04854701620017159,
1.72,-0.04555101810432923,-0.4032203281406246,-0.046983434449277946,0.39186416016605347,0.05254673120622928,-0.05254673120622928,
1.73,-0.049583221385735475,-0.3993391991447282,-0.04306479284761741,0.3873106334187257,0.05650455922390642,-0.05650455922390642,
1.74,-0.05357661337718276,-0.3950449177455733,-0.039191686513430156,0.3823543426994852,0.060416396621435546,-0.060416396621435546,
1.75,-0.05752706255463849,-0.39034073750270937,-0.0353681430864353,0.3769992441468788,0.06427817548270034,-0.06427817548270034,
1.76,-0.06143046992966558,-0.38523033889563374,-0.031598150644966516,0.3712497103318994,0.06808586784858382,-0.06808586784858382,
1.77,-0.06528277331862192,-0.3797178261432913,-0.027885653541647522,0.36511052628208573,0.07183548992293601,-0.07183548992293601,
1.78,-0.06907995158005484,-0.37380772353890684,-0.024234548278826665,0.3585868850416453,0.07552310623838507,-0.07552310623838507,
1.79,-0.07281802881544391,-0.3675049713084656,-0.020648679428410213,0.3516843827773961,0.07914483377730569,-0.07914483377730569,
1.8,-0.07649307852852857,-0.3608149210021381,-0.01713183560063625,0.3444090134411407,0.08269684604335739,-0.08269684604335739,
1.81,-0.08010122773854995,-0.3537433304287876,-0.013687745466224843,0.33676716299984066,0.08617537707911291,-0.08617537707911291,
1.82,-0.08363866104283783,-0.34629635814457477,-0.010320073836226436,0.328765603245634,0.0895767254254113,-0.0895767254254113,
1.83,-0.08710162462428359,-0.33848055750735345,-0.0070324178037700965,0.3204114851983412,0.09289725801819221,-0.09289725801819221,
1.84,-0.09048643019935712,-0.33030287030926947,-0.0038283029517866846,0.3117123321136259,0.09613341401869545,-0.09613341401869545,
1.85,-0.09378945890244982,-0.3217706200005402,-0.0007111796306504253,0.30267603211041605,0.09928170857304308,-0.09928170857304308,
1.86,-0.09700716510245522,-0.3128915045179047,0.0023155806904537352,0.2933108304315498,0.10233873649735828,-0.10233873649735828,
1.87,-0.10013608014763427,-0.3036735887316476,0.005248688994769234,0.2836253213518859,0.10530117588471694,-0.10530117588471694,
1.8800000000000001,-0.10317281603495075,-0.29412529652549246,0.008084942208288093,0.27362843974830886,0.10816579163037097,-0.10816579163037097,
1.8900000000000001,-0.10611406900020567,-0.2842554025238349,0.010821226605771181,0.2633294523461737,0.1109294388718289,-0.1109294388718289,
1.9000000000000001,-0.10895662302544402,-0.2740730234810269,0.013454521129232918,0.2527379486567635,0.11358906634052525,-0.11358906634052525,
1.9100000000000001,-0.11169735326025429,-0.2635876093474759,0.015981900615800553,0.24186383162028954,0.11614171962195857,-0.11614171962195857,
1.92,-0.11433322935372905,-0.2528089340273779,0.018400538932003448,0.23071730796884415,0.11858454432132348,-0.11858454432132348,
1.93,-0.11686131869400283,-0.24174708584275809,0.02070771201169189,0.21930887832352555,0.12091478913180881,-0.12091478913180881,
1.94,-0.11927878955243042,-0.2304124577184516,0.022900800794927144,0.20764932703969935,0.12312980880287643,-0.12312980880287643,
1.95,-0.12158291412961493,-0.21881573710233077,0.02497729406532414,0.19574971181404388,0.12522706700597738,-0.12522706700597738,
1.96,-0.12377107150063824,-0.20696789563491694,0.026934791183464576,0.18362135306665464,0.12720413909529923,-0.12720413909529923,
1.97,-0.1258407504569874,-0.19488017858211448,0.02877100471413112,0.17127582311106032,0.12905871476127245,-0.12905871476127245,
1.98,-0.12778955224280855,-0.18256409404439017,0.030483762945241726,0.15872493512453784,0.13078860057469416,-0.13078860057469416,
1.99,-0.12961519318325246,-0.1700314019553525,0.0320710122964871,0.14598073193061017,0.13239172241945196,-0.13239172241945196,
2,-0.131315507202806,-0.15729410288212575,0.033530819615793205,0.133055474605079,0.13386612781195115,-0.13386612781195115,
2.0100000000000002,-0.13288844823162724,-0.14436442663943558,0.03486137436184399,0.11996163091638737,0.13520998810546245,-0.13520998810546245,
2.02,-0.13433209249802158,-0.13125482072872116,0.03606099067100787,0.10671186361053706,0.13642160057771796,-0.13642160057771796,
2.0300000000000002,-0.1356446407053088,-0.11797793861312267,0.03712810930711324,0.09331901855020439,0.13749939040018438,-0.13749939040018438,
2.04,-0.13682442009144002,-0.10454662783846236,0.03806129949261528,0.07979611271711823,0.13844191248754145,-0.13844191248754145,
2.05,-0.13786988636982464,-0.09097391800987531,0.038859260619786465,0.06615632208618868,0.13924785322598432,-0.13924785322598432,
2.06,-0.1387796255499234,-0.07727300863303407,0.03952082384064835,0.052412969379313785,0.13991603207905484,-0.13991603207905484,
2.07,-0.13955235563625373,-0.06345725682844819,0.04004495353444149,0.03857951170625103,0.14044540306978592,-0.14044540306978592,
2.08,-0.1401869282045382,-0.049540164926646535,0.040430748651504006,0.024669528099427233,0.14083505613801905,-0.14083505613801905,
2.09,-0.14068232985380466,-0.0355353679515773,0.04067744393249828,0.010696706949080525,0.14108421837182328,-0.14108421837182328,
2.1,-0.14103768353332044,-0.021456620999002148,0.04078441100198909,-0.0033251666553110425,0.141192255112009,-0.141192255112009,
2.11,-0.14125224974331047,-0.0073177865161883175,0.04075115933543598,-0.017382223671753474,0.14115867092879034,-0.14115867092879034,
2.12,-0.14132542760847236,0.006867178511231057,0.04057733709871845,-0.031460523935395356,0.14098311046970563,-0.14098311046970563,
2.13,-0.14125675582336006,0.021084235459723284,0.04026273185936449,-0.04554606906618945,0.14066535917795814,-0.14066535917795814,
2.14,-0.14104591346876283,0.03531927705055597,0.0398072711687026,-0.05962481544985259,0.14020534388038963,-0.14020534388038963,
2.15,-0.14069272069825728,0.04955814040981759,0.03921102301420407,-0.07368268728758173,0.13960313324434612,-0.13960313324434612,
2.16,-0.1401971392941591,0.06378662020113574,0.03847419614132826,-0.08770558971008008,0.13885893810274155,-0.13885893810274155,
2.17,-0.13955927309214775,0.07799048182658759,0.03759714024422746,-0.10167942195147364,0.13797311164666975,-0.13797311164666975,
2.18,-0.13877936827388188,0.09215547469140024,0.036580346024712725,-0.1155900905786543,0.13694614948495987,-0.13694614948495987,
2.19,-0.13785781352696788,0.10626734552804067,0.03542444511892618,-0.12942352277146912,0.13577868957011546,-0.13577868957011546,
2.2,-0.13679514007168747,0.12031185177518956,0.03413020989121149,-0.14316567964898683,0.1344715119901236,-0.1344715119901236,
2.21,-0.13559202155393557,0.13427477500706458,0.03269855309472162,-0.15680256963681183,0.13302553862566885,-0.13302553862566885,
2.22,-0.13424927380386492,0.14814193440822204,0.0311305273983535,-0.1703202618700849,0.13144183267233706,-0.13144183267233706,
2.23,-0.1327678544597827,0.16189920028879703,0.029427324779652653,-0.18370489962640893,0.12972159802744918,-0.12972159802744918,
2.24,-0.13114886245689472,0.17553250763468997,0.027590275783388563,-0.19694271378247252,0.12786617854122245,-0.12786617854122245,
2.25,-0.12939353738054782,0.18902786968686308,0.025620848645563837,-0.2100200362876134,0.12587705713201947,-0.12587705713201947,
2.2600000000000002,-0.12750325868367918,0.202371391543391,0.0235206482826877,-0.2229233136469762,0.12375585476551458,-0.12375585476551458,
2.27,-0.12547954476824527,0.21554928377732704,0.021291415146217938,-0.2356391204062755,0.12150432929768012,-0.12150432929768012,
2.2800000000000002,-0.123324051930472,0.22854787606289034,0.018935023942155182,-0.24815417262948322,0.11912437418157674,-0.11912437418157674,
2.29,-0.1210385731698431,0.241353630801749,0.01645348221586035,-0.2604553413600248,0.11661801703801895,-0.11661801703801895,
2.3000000000000003,-0.1186250368618256,0.25395315674053454,0.0138489288022601,-0.2725296660552953,0.1139874180902827,-0.1139874180902827,
2.31,-0.11608550529442026,0.26633322256988057,0.011123632141707147,-0.28436436798350695,0.11123486846312422,-0.11123486846312422,
2.32,-0.11342217306872145,0.2784807704945602,0.008279988461872077,-0.29594686357105326,0.1083627883464908,-0.1083627883464908,
2.33,-0.11063736536377584,0.2903829297634153,0.005320519826161545,-0.3072647776877385,0.10537372502442316,-0.10537372502442316,
2.34,-0.1077335360661417,0.3020270301469617,0.0022478720492841594,-0.31830595685637475,0.102270350769777,-0.102270350769777,
2.35,-0.10471326576467208,0.31340061534970487,-0.0009351875192795882,-0.32905848237240615,0.09905546060552763,-0.09905546060552763,
2.36,-0.10157925961117503,0.3244914563432806,-0.00422577234300365,-0.3395106833183892,0.09573196993356632,-0.09573196993356632,
2.37,-0.09833434504774223,0.3352875646057636,-0.007620879176187542,-0.3496511494573427,0.09230291203205059,-0.09230291203205059,
2.38,-0.09498146940168459,0.34577720525157307,-0.011117390670760969,-0.35946874398819917,0.08877143542253142,-0.08877143542253142,
2.39,-0.09152369734916886,0.3559489100356139,-0.01471207811064296,-0.36895261614584035,0.08514080110825062,-0.08514080110825062,
2.4,-0.08796420824881272,0.3657914902144936,-0.018401604272101364,-0.3780922136274997,0.08141437968517763,-0.08141437968517763,
2.41,-0.08430629334666778,0.37529404924690624,-0.02218252640837636,-0.3868772948266659,0.07759564832753987,-0.07759564832753987,
2.42,-0.08055335285419872,0.3844459953145568,-0.02605129935664302,-0.39529794085503894,0.07368818764979056,-0.07368818764979056,
2.43,-0.07670889290105315,0.39323705364437594,-0.03000427876519341,-0.4033445673325751,0.06969567844715466,-0.06969567844715466,
2.44,-0.0727765223646094,0.40165727861217804,-0.034037724438519164,-0.4110079359252217,0.06562189831709565,-0.06562189831709565,
